ID	TPMIC01030	TPMIC01031	TPMIC01032	TPMIC01033	TPMIC01035	TPMIC01036	TPMIC01037	TPMIC01038	TPMIC01039	TPMIC01040	TPMIC01041	TPMIC01042	TPMIC01045	TPMIC01047	TPMIC01048	TPMIC01049	TPMIC01050	TPMIC01051	TPMIC01054	TPMIC01060	TPMIC01061	TPMIC01067	TPMIC01068	TPMIC01069	TPMIC01070	TPMIC01071	TPMIC01072	TPMIC01075	TPMIC01076	TPMIC01077	TPMIC01078	TPMIC01079	TPMIC01080	TPMIC01083	TPMIC01084	TPMIC01085	TPMIC01086	TPMIC01087	TPMIC01088	TPMIC01089	TPMIC01090	TPMIC01091	TPMIC01092	TPMIC01093	TPMIC01094	TPMIC01095	TPMIC01097	TPMIC01098	TPMIC01099	TPMIC01100	TPMIC01101	TPMIC01103	TPMIC01104	TPMIC01105	TPMIC01107	TPMIC01110	TPMIC01111	TPMIC01112	TPMIC01113	TPMIC01114	TPMIC01115	TPMIC01119	TPMIC01120	TPMIC01121	TPMIC01122	TPMIC01123	TPMIC01131	TPMIC01132	TPMIC01133	TPMIC01135	TPMIC01136	TPMIC01141	TPMIC01142	TPMIC01143	TPMIC01146	TPMIC01148	TPMIC01149	TPMIC01150	TPMIC01151	TPMIC01152	TPMIC01154	TPMIC01155	TPMIC01156	TPMIC01157	TPMIC01159	TPMIC01161	TPMIC01162	TPMIC01163	TPMIC01165	TPMIC01166	TPMIC01168	TPMIC01169	TPMIC01170	TPMIC01171	TPMIC01177	TPMIC01178	TPMIC01179	TPMIC01180	TPMIC01181	TPMIC01182	TPMIC01183	TPMIC01184	TPMIC01185	TPMIC01188	TPMIC01189	TPMIC01193	TPMIC01194	TPMIC01195	TPMIC01196	TPMIC01197	TPMIC01208	TPMIC01210	TPMIC01211	TPMIC01213	TPMIC01214	TPMIC01215	TPMIC01216	TPMIC01217	TPMIC01221	TPMIC01222	TPMIC01223	TPMIC01224	TPMIC01227	TPMIC01230	TPMIC01231	TPMIC01232	TPMIC01233	TPMIC01236	TPMIC01239	TPMIC01240	TPMIC01241	TPMIC01245	TPMIC01246	TPMIC01247	TPMIC01248	TPMIC01249	TPMIC01252	TPMIC01253	TPMIC01254	TPMIC01255	TPMIC01257	TPMIC01258	TPMIC01260	TPMIC01262	TPMIC01265	TPMIC01266	TPMIC01267	TPMIC01268	TPMIC01269	TPMIC01270	TPMIC01272	TPMIC01273	TPMIC01275	TPMIC01276	TPMIC01279	TPMIC01280	TPMIC01281	TPMIC01283	TPMIC01287	TPMIC01289	TPMIC01292	TPMIC01293	TPMIC03002	TPMIC03006	TPMIC03011	TPMIC03015	TPMIC03021	TPMIC03025	TPMIC03029	TPMIC03031	TPMIC03035	TPMIC03037	TPMIC03038	TPMIC03040	TPMIC03044	TPMIC03045	TPMIC03049	TPMIC03054	TPMIC03066	TPMIC03070	TPMIC03072	TPMIC03083	TPMIC03084	TPMIC03100	TPMIC03103	TPMIC03108	TPMIC03109	TPMIC03110	TPMIC03131
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_barnesiae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00025	0.0	0.0	0.0	0.0	0.00017	0.0	0.0	0.0	0.0	0.0	0.0	0.00081	0.0	0.0	0.0	0.0	0.0	0.00117	0.0	0.0	0.003	0.00086	0.0	0.00053	0.00105	0.00265	0.0	0.0	0.00241	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00262	0.0	0.0	0.0	0.00383	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_barnesiae|t__GCF_000374585	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00025	0.0	0.0	0.0	0.0	0.00017	0.0	0.0	0.0	0.0	0.0	0.0	0.00081	0.0	0.0	0.0	0.0	0.0	0.00117	0.0	0.0	0.003	0.00086	0.0	0.00053	0.00105	0.00265	0.0	0.0	0.00241	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00262	0.0	0.0	0.0	0.00383	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_caccae	0.01757	0.0321399999999999	3.86218	0.05005	0.01339	2.14171	1.63811	0.66052	0.18311	5.105119999999999	0.8536100000000001	0.05295	0.06252	0.7961199999999999	1.01771	1.03982	0.20494	0.37385	0.9823	0.01764	0.02779	5.94576	0.03887	1.86566	0.82314	0.7996800000000001	0.02223	0.54156	0.0	1.26878	0.59391	1.56167	0.1282	1.98419	0.01684	1.24809	0.04053	0.28742	0.00747	0.22551	0.4608	0.80085	2.53421	0.02101	0.73377	1.94851	0.08501	0.96268	0.29606	1.6877400000000002	1.25624	0.97313	0.76957	0.39743	0.1945	0.27826	0.50557	0.02564	0.3691	0.16393	2.29121	2.1378	0.34284	0.41345	0.44126	0.14186	2.6147	0.25576	2.19271	0.88051	12.97655	0.6610699999999999	0.02644	0.02489	0.03062	1.06123	0.01819	0.49386	2.84631	1.73412	4.2445	0.30413	0.76557	0.022	0.78898	0.69515	0.04291	0.0544299999999999	0.27074	0.01285	1.6131799999999998	0.06396	0.28904	0.11745	1.52772	0.02377	0.02595	0.97976	0.00854	0.06928	0.01085	1.81465	0.19869	1.64789	0.01211	1.87344	2.18903	0.29343	0.33979	1.1921700000000002	0.01929	10.37992	0.49584	1.88714	0.24451	4.2843300000000015	0.0329	1.09212	0.00079	0.0585	1.06974	0.03567	0.96701	0.02314	0.00688	0.23745	0.0993	0.00206	0.01768	3.46991	0.21914	1.66661	0.01197	1.53086	0.35978	0.97271	4.1368800000000014	0.86726	0.08111	0.64063	0.00954	0.035	3.88326	0.01673	0.63641	0.54197	0.03054	1.35429	0.23301	0.04228	0.09041	2.11881	0.0274	0.78382	0.36904	0.70792	0.72716	0.03468	0.0	0.19498	10.14848	1.5553	3.45685	0.02944	0.0136	8.16024	0.94359	0.79572	0.03354	0.28752	3.56917	0.03101	0.00554	0.0249	0.04128	3.23887	0.03538	0.03855	2.5245	0.00372	0.02861	1.47065	0.1279	0.01992	0.27388	0.05537	0.00585	4.26963	0.75195
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_caccae|t__Bacteroides_caccae_unclassified	0.01757	0.0321399999999999	3.86218	0.05005	0.01339	2.14171	1.63811	0.66052	0.18311	5.105119999999999	0.8536100000000001	0.05295	0.06252	0.7961199999999999	1.01771	1.03982	0.20494	0.37385	0.9823	0.01764	0.02779	5.94576	0.03887	1.86566	0.82314	0.7996800000000001	0.02223	0.54156	0.0	1.26878	0.59391	1.56167	0.1282	1.98419	0.01684	1.24809	0.04053	0.28742	0.00747	0.22551	0.4608	0.80085	2.53421	0.02101	0.73377	1.94851	0.08501	0.96268	0.29606	1.6877400000000002	1.25624	0.97313	0.76957	0.39743	0.1945	0.27826	0.50557	0.02564	0.3691	0.16393	2.29121	2.1378	0.34284	0.41345	0.44126	0.14186	2.6147	0.25576	2.19271	0.88051	12.97655	0.6610699999999999	0.02644	0.02489	0.03062	1.06123	0.01819	0.49386	2.84631	1.73412	4.2445	0.30413	0.76557	0.022	0.78898	0.69515	0.04291	0.0544299999999999	0.27074	0.01285	1.6131799999999998	0.06396	0.28904	0.11745	1.52772	0.02377	0.02595	0.97976	0.00854	0.06928	0.01085	1.81465	0.19869	1.64789	0.01211	1.87344	2.18903	0.29343	0.33979	1.1921700000000002	0.01929	10.37992	0.49584	1.88714	0.24451	4.2843300000000015	0.0329	1.09212	0.00079	0.0585	1.06974	0.03567	0.96701	0.02314	0.00688	0.23745	0.0993	0.00206	0.01768	3.46991	0.21914	1.66661	0.01197	1.53086	0.35978	0.97271	4.1368800000000014	0.86726	0.08111	0.64063	0.00954	0.035	3.88326	0.01673	0.63641	0.54197	0.03054	1.35429	0.23301	0.04228	0.09041	2.11881	0.0274	0.78382	0.36904	0.70792	0.72716	0.03468	0.0	0.19498	10.14848	1.5553	3.45685	0.02944	0.0136	8.16024	0.94359	0.79572	0.03354	0.28752	3.56917	0.03101	0.00554	0.0249	0.04128	3.23887	0.03538	0.03855	2.5245	0.00372	0.02861	1.47065	0.1279	0.01992	0.27388	0.05537	0.00585	4.26963	0.75195
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_cellulosilyticus	0.0	0.08772	0.17346	0.10919	0.00323	0.95342	7.40072	0.06381	0.01111	0.02892	0.26046	0.02498	0.78883	0.00625	0.37855	0.46543	0.04736	0.0421	0.00014	0.00983	0.04422	1.30241	2.65518	0.00252	0.00207	0.11033	0.00347	0.0	0.0	0.00136	0.25387	0.05356	0.03608	0.05889	0.46728	0.19623	0.4281	1.009	0.0042	0.00217	0.01096	0.45138	0.86098	0.00739	0.00228	0.09383	0.27177	0.33755	0.0076	0.00165	0.01879	0.02024	0.24777	0.07857	0.04494	0.70822	0.20633	0.00322	0.0191	3.87993	8.28006	0.5224	0.0	0.0154	0.0265	0.01201	0.25977	0.19044	0.07882	0.25428	11.5008	0.72711	0.00866	0.04705	0.1379099999999999	0.26989	0.03708	0.05721	1.09824	0.6832199999999999	0.02877	0.08796	1.31186	0.02541	0.00279	0.03577	0.01914	0.03785	0.02592	0.04405	0.08997	0.08379	0.02072	4.418830000000002	0.69342	8.9372	0.01891	0.0487	1.78489	0.0157	0.06914	0.0204	0.94575	0.03233	0.05254	0.0	0.9806	0.57426	0.2037	0.83791	0.0	0.01022	3.05496	0.08802	0.04497	0.30968	0.00507	0.12052	0.127	0.16194	0.04835	0.00849	0.21777	0.08715	1.12792	0.24669	0.00962	0.00187	1.44281	0.2663	0.39355	0.0	0.05213	6.11862	0.0024	0.2103	0.06252	0.00532	0.03584	0.46743	0.01164	0.0087	0.11336	0.03036	0.00394	0.01965	0.76074	0.52593	0.07132	0.0	0.19129	0.00389	0.22761	0.15284	0.21575	0.06412	0.01576	0.33588	0.0	3.62752	1.50586	0.8849899999999999	0.38035	0.0042	0.27094	4.19652	0.34332	0.06659	0.09569	0.47617	0.8464200000000001	0.03194	0.00434	0.00874	0.0761	0.63094	0.02039	0.00017	0.19761	0.34204	0.24725	0.01355	0.0203	1.59665	0.09366	0.02217	0.0	0.00883	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_cellulosilyticus|t__Bacteroides_cellulosilyticus_unclassified	0.0	0.08772	0.17346	0.10919	0.00323	0.95342	7.40072	0.06381	0.01111	0.02892	0.26046	0.02498	0.78883	0.00625	0.37855	0.46543	0.04736	0.0421	0.00014	0.00983	0.04422	1.30241	2.65518	0.00252	0.00207	0.11033	0.00347	0.0	0.0	0.00136	0.25387	0.05356	0.03608	0.05889	0.46728	0.19623	0.4281	1.009	0.0042	0.00217	0.01096	0.45138	0.86098	0.00739	0.00228	0.09383	0.27177	0.33755	0.0076	0.00165	0.01879	0.02024	0.24777	0.07857	0.04494	0.70822	0.20633	0.00322	0.0191	3.87993	8.28006	0.5224	0.0	0.0154	0.0265	0.01201	0.25977	0.19044	0.07882	0.25428	11.5008	0.72711	0.00866	0.04705	0.1379099999999999	0.26989	0.03708	0.05721	1.09824	0.6832199999999999	0.02877	0.08796	1.31186	0.02541	0.00279	0.03577	0.01914	0.03785	0.02592	0.04405	0.08997	0.08379	0.02072	4.418830000000002	0.69342	8.9372	0.01891	0.0487	1.78489	0.0157	0.06914	0.0204	0.94575	0.03233	0.05254	0.0	0.9806	0.57426	0.2037	0.83791	0.0	0.01022	3.05496	0.08802	0.04497	0.30968	0.00507	0.12052	0.127	0.16194	0.04835	0.00849	0.21777	0.08715	1.12792	0.24669	0.00962	0.00187	1.44281	0.2663	0.39355	0.0	0.05213	6.11862	0.0024	0.2103	0.06252	0.00532	0.03584	0.46743	0.01164	0.0087	0.11336	0.03036	0.00394	0.01965	0.76074	0.52593	0.07132	0.0	0.19129	0.00389	0.22761	0.15284	0.21575	0.06412	0.01576	0.33588	0.0	3.62752	1.50586	0.8849899999999999	0.38035	0.0042	0.27094	4.19652	0.34332	0.06659	0.09569	0.47617	0.8464200000000001	0.03194	0.00434	0.00874	0.0761	0.63094	0.02039	0.00017	0.19761	0.34204	0.24725	0.01355	0.0203	1.59665	0.09366	0.02217	0.0	0.00883	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_clarus	0.0043799999999999	0.00343	0.02257	0.0	0.00043	0.0	3.3499	0.01605	0.04318	0.0	0.01923	0.01407	0.49834	0.04879	0.08093	0.02405	0.0029	0.0077	0.00812	0.00692	1.07463	0.0	0.00117	0.00516	0.0	0.00324	0.64761	0.0	0.0	0.0	0.0	0.0069599999999999	0.00619	0.04939	2.08265	0.00875	0.00472	0.0	0.0	0.02641	0.0	0.03067	0.0	0.00499	0.00789	1.45979	0.0	0.0	0.0	0.0	0.05961	1.67812	0.00505	0.0	0.00017	0.00372	0.00053	0.00494	0.00929	0.00152	0.0	0.0	0.00168	0.0	0.00254	0.0	0.0271	0.0	2.87577	0.0	0.0	0.0	0.0	0.0	0.00019	0.02229	0.00596	0.03714	0.0	0.00479	0.00154	0.00258	0.4961	0.00053	0.00164	0.0008699999999999	0.0006799999999999	0.08041	0.0	0.37215	0.0	0.01328	0.00269	0.25243	0.00534	0.00546	0.00205	0.0	0.0	0.00814	0.00014	0.22347	0.0	0.0	0.0	0.00053	0.05624	0.08041	0.23404	0.04425	0.00055	0.0	0.0019	0.00309	0.0	0.01867	0.00079	0.0	0.00082	0.0	0.00085	0.00166	0.0052	0.0	0.00016	0.0	0.0007099999999999	0.0	0.45202	0.00165	0.00061	1.2619200000000002	0.00342	0.78781	0.0	0.09942	0.0	0.02765	0.0008	0.0	0.00038	0.00069	0.00135	0.19191	0.01554	0.00293	0.0103	0.0	0.0	0.0	0.0	0.00027	0.00079	0.0002	0.00031	0.00558	0.00418	0.00181	0.0	1.06985	0.0	0.0	0.00278	0.00217	0.00046	0.0	0.00227	0.00099	0.0	0.0	0.24426	0.00286	0.0	0.00043	0.00108	0.00293	0.23156	0.0	0.00531	0.0006	0.0	0.0065299999999999	0.0	0.8775799999999999	0.00622	0.00271	0.0	0.03578	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_clarus|t__GCF_000195615	0.0043799999999999	0.00343	0.02257	0.0	0.00043	0.0	3.3499	0.01605	0.04318	0.0	0.01923	0.01407	0.49834	0.04879	0.08093	0.02405	0.0029	0.0077	0.00812	0.00692	1.07463	0.0	0.00117	0.00516	0.0	0.00324	0.64761	0.0	0.0	0.0	0.0	0.0069599999999999	0.00619	0.04939	2.08265	0.00875	0.00472	0.0	0.0	0.02641	0.0	0.03067	0.0	0.00499	0.00789	1.45979	0.0	0.0	0.0	0.0	0.05961	1.67812	0.00505	0.0	0.00017	0.00372	0.00053	0.00494	0.00929	0.00152	0.0	0.0	0.00168	0.0	0.00254	0.0	0.0271	0.0	2.87577	0.0	0.0	0.0	0.0	0.0	0.00019	0.02229	0.00596	0.03714	0.0	0.00479	0.00154	0.00258	0.4961	0.00053	0.00164	0.0008699999999999	0.0006799999999999	0.08041	0.0	0.37215	0.0	0.01328	0.00269	0.25243	0.00534	0.00546	0.00205	0.0	0.0	0.00814	0.00014	0.22347	0.0	0.0	0.0	0.00053	0.05624	0.08041	0.23404	0.04425	0.00055	0.0	0.0019	0.00309	0.0	0.01867	0.00079	0.0	0.00082	0.0	0.00085	0.00166	0.0052	0.0	0.00016	0.0	0.0007099999999999	0.0	0.45202	0.00165	0.00061	1.2619200000000002	0.00342	0.78781	0.0	0.09942	0.0	0.02765	0.0008	0.0	0.00038	0.00069	0.00135	0.19191	0.01554	0.00293	0.0103	0.0	0.0	0.0	0.0	0.00027	0.00079	0.0002	0.00031	0.00558	0.00418	0.00181	0.0	1.06985	0.0	0.0	0.00278	0.00217	0.00046	0.0	0.00227	0.00099	0.0	0.0	0.24426	0.00286	0.0	0.00043	0.00108	0.00293	0.23156	0.0	0.00531	0.0006	0.0	0.0065299999999999	0.0	0.8775799999999999	0.00622	0.00271	0.0	0.03578	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_coprocola	4.5017	0.05408	0.05172	0.05261	0.03279	8.39439	0.12705	0.11158	5.4915	0.03511	8.59985	0.20142	12.13991	3.20826	0.0209	10.4056	0.08263	0.06002	2.4445	0.09789	0.04026	0.0857	0.04367	0.04755	0.02586	0.02251	0.05125	0.0	0.0	0.1693599999999999	0.09174	6.66568	18.13364	6.87275	0.11443	0.02509	0.05826	0.05269	0.04184	0.23818	0.0445	0.03616	0.0635	38.72924	0.93751	0.12304	0.05929	0.18262	14.2297	0.12643	0.01253	0.06452	3.78253	0.19844	3.77634	0.3178	29.4576	0.13887	0.14458	0.01334	0.61593	0.0322	0.06646	2.1482	0.5679	13.22996	0.0348	0.02439	0.08989	0.79792	0.31002	0.10675	0.00148	0.19733	0.1651	9.42352	2.25527	6.935739999999999	0.22093	0.02082	0.04025	0.01127	0.00611	0.07742	0.04022	0.1459599999999999	2.41735	0.19926	0.05874	0.02121	0.02529	0.18228	4.7416	0.3136199999999999	0.02362	0.07807	20.92479	0.0101	0.0076799999999999	2.87849	5.79685	0.0148	0.00025	0.01339	0.86085	0.01256	0.07497	0.02757	0.0153699999999999	0.00919	0.02425	39.99651	0.04212	0.01561	0.04427	12.4588	6.05018	0.1089	3.9836	0.15124	0.11152	0.04145	19.44457	0.23965	10.88212	0.0634899999999999	0.04745	0.0177699999999999	0.08277	0.05488	10.11159	0.03099	0.04905	16.636860000000002	0.0826799999999999	11.61441	0.08421	28.56979	0.33981	0.03432	0.02452	0.00969	0.02082	0.09724	0.15891	0.14795	0.15207	0.00448	0.27341	0.2078	0.12685	0.96478	1.46218	3.3124	9.40144	2.16327	0.05491	0.21166	19.65012	5.19085	0.02143	15.13118	0.03094	0.02234	0.03766	0.05345	0.06494	0.06299	0.1953	0.05558	0.11197	0.09873	0.02125	0.0908	0.01746	0.02489	25.40724	12.78999	0.18687	8.444469999999999	0.02294	0.16748	0.02768	0.0723	0.40265	6.05929	33.21885	3.20854	12.8603
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_coprocola|t__GCF_000154845	4.5017	0.05408	0.05172	0.05261	0.03279	8.39439	0.12705	0.11158	5.4915	0.03511	8.59985	0.20142	12.13991	3.20826	0.0209	10.4056	0.08263	0.06002	2.4445	0.09789	0.04026	0.0857	0.04367	0.04755	0.02586	0.02251	0.05125	0.0	0.0	0.1693599999999999	0.09174	6.66568	18.13364	6.87275	0.11443	0.02509	0.05826	0.05269	0.04184	0.23818	0.0445	0.03616	0.0635	38.72924	0.93751	0.12304	0.05929	0.18262	14.2297	0.12643	0.01253	0.06452	3.78253	0.19844	3.77634	0.3178	29.4576	0.13887	0.14458	0.01334	0.61593	0.0322	0.06646	2.1482	0.5679	13.22996	0.0348	0.02439	0.08989	0.79792	0.31002	0.10675	0.00148	0.19733	0.1651	9.42352	2.25527	6.935739999999999	0.22093	0.02082	0.04025	0.01127	0.00611	0.07742	0.04022	0.1459599999999999	2.41735	0.19926	0.05874	0.02121	0.02529	0.18228	4.7416	0.3136199999999999	0.02362	0.07807	20.92479	0.0101	0.0076799999999999	2.87849	5.79685	0.0148	0.00025	0.01339	0.86085	0.01256	0.07497	0.02757	0.0153699999999999	0.00919	0.02425	39.99651	0.04212	0.01561	0.04427	12.4588	6.05018	0.1089	3.9836	0.15124	0.11152	0.04145	19.44457	0.23965	10.88212	0.0634899999999999	0.04745	0.0177699999999999	0.08277	0.05488	10.11159	0.03099	0.04905	16.636860000000002	0.0826799999999999	11.61441	0.08421	28.56979	0.33981	0.03432	0.02452	0.00969	0.02082	0.09724	0.15891	0.14795	0.15207	0.00448	0.27341	0.2078	0.12685	0.96478	1.46218	3.3124	9.40144	2.16327	0.05491	0.21166	19.65012	5.19085	0.02143	15.13118	0.03094	0.02234	0.03766	0.05345	0.06494	0.06299	0.1953	0.05558	0.11197	0.09873	0.02125	0.0908	0.01746	0.02489	25.40724	12.78999	0.18687	8.444469999999999	0.02294	0.16748	0.02768	0.0723	0.40265	6.05929	33.21885	3.20854	12.8603
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_coprophilus	0.00336	0.0	0.0	0.0	0.00127	0.00342	0.01123	0.0	9.50537	0.00124	9.8425	0.01622	0.0	0.00275	0.34198	0.0	0.00166	0.0	0.00314	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00039	0.00038	0.23964	3.85525	0.00387	0.00844	0.00451	0.0	4.53737	0.00101	0.0164	0.00808	0.01041	0.00935	0.00028	0.00347	0.0	0.02033	0.0	0.0166699999999999	0.0	0.0	0.0	3.890330000000001	0.00248	0.0	0.00265	0.00062	0.00659	0.02859	0.05952	0.24521	0.0085799999999999	0.0	0.00455	0.00454	0.0	0.01614	0.01476	0.02881	0.01401	0.0	0.0	0.0	0.0	0.03539	9.59969	0.03055	0.01852	0.01983	0.00042	0.00368	0.0	0.6562600000000001	0.0	0.0	0.0	0.0	0.0	0.62258	0.00207	0.0	0.0	0.00158	0.02207	0.0	0.01468	0.01045	0.00023	0.0	0.03756	0.04994	0.0	0.0	1.60184	0.01719	0.0	0.0	15.46246	0.0	0.01705	0.0	0.00461	0.00921	0.0	0.0	0.00645	2.06918	4.68107	0.0	0.00674	0.0	0.92967	0.0	0.00495	7.261830000000002	0.00596	0.00799	0.00488	0.00328	0.00061	0.00074	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00652	0.0	0.00591	0.0	0.0	0.0195	0.02692	0.02853	0.0	0.02877	0.00599	0.02102	0.0413	0.02218	5.55243	0.0	0.03289	0.0	0.00337	0.0	0.0	0.0	0.0	0.00399	0.01115	0.00146	0.01403	0.0	0.0183	0.03521	0.0115	0.0	0.77332	0.013	0.0069599999999999	0.00267	0.0	0.0055299999999999	0.0	0.0	0.0	0.00152	0.00719	0.00475	0.06444	0.04751	6.820710000000001	0.0002	2.9311700000000003	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_coprophilus|t__GCF_000157915	0.00336	0.0	0.0	0.0	0.00127	0.00342	0.01123	0.0	9.50537	0.00124	9.8425	0.01622	0.0	0.00275	0.34198	0.0	0.00166	0.0	0.00314	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00039	0.00038	0.23964	3.85525	0.00387	0.00844	0.00451	0.0	4.53737	0.00101	0.0164	0.00808	0.01041	0.00935	0.00028	0.00347	0.0	0.02033	0.0	0.0166699999999999	0.0	0.0	0.0	3.890330000000001	0.00248	0.0	0.00265	0.00062	0.00659	0.02859	0.05952	0.24521	0.0085799999999999	0.0	0.00455	0.00454	0.0	0.01614	0.01476	0.02881	0.01401	0.0	0.0	0.0	0.0	0.03539	9.59969	0.03055	0.01852	0.01983	0.00042	0.00368	0.0	0.6562600000000001	0.0	0.0	0.0	0.0	0.0	0.62258	0.00207	0.0	0.0	0.00158	0.02207	0.0	0.01468	0.01045	0.00023	0.0	0.03756	0.04994	0.0	0.0	1.60184	0.01719	0.0	0.0	15.46246	0.0	0.01705	0.0	0.00461	0.00921	0.0	0.0	0.00645	2.06918	4.68107	0.0	0.00674	0.0	0.92967	0.0	0.00495	7.261830000000002	0.00596	0.00799	0.00488	0.00328	0.00061	0.00074	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00652	0.0	0.00591	0.0	0.0	0.0195	0.02692	0.02853	0.0	0.02877	0.00599	0.02102	0.0413	0.02218	5.55243	0.0	0.03289	0.0	0.00337	0.0	0.0	0.0	0.0	0.00399	0.01115	0.00146	0.01403	0.0	0.0183	0.03521	0.0115	0.0	0.77332	0.013	0.0069599999999999	0.00267	0.0	0.0055299999999999	0.0	0.0	0.0	0.00152	0.00719	0.00475	0.06444	0.04751	6.820710000000001	0.0002	2.9311700000000003	0.0
